Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Fit
75.9,100.0,6061,4.33,1,0
57.81,98.06,8189,7.87,0,1
54.16,95.37,3171,6.15,1,1
72.8,98.27,7222,5.34,1,1
59.4,95.26,5931,7.09,2,0
63.13,94.58,7942,6.79,1,0
97.06,97.4,1199,5.35,1,0
101.05,99.99,17025,8.56,2,0
59.3,97.69,9916,5.63,1,0
81.01,97.59,5343,7.33,1,0
61.22,97.89,1271,7.68,0,1
64.83,96.09,14046,3.93,0,0
91.47,100.0,8385,6.48,0,0
65.22,100.0,2049,7.85,2,1
79.27,99.54,4304,5.48,0,1
69.0,100.0,5419,8.08,0,1
89.19,95.82,4290,4.79,2,0
72.08,93.89,9361,8.35,0,1
108.14,99.5,14032,6.18,2,0
70.74,95.67,5380,5.6,0,0
70.56,95.88,8578,8.27,1,0
70.52,99.28,1537,7.22,0,1
75.21,97.07,3106,4.68,0,1
76.24,96.1,1412,6.95,2,0
48.73,99.79,7054,4.98,1,0
66.79,98.34,2269,5.77,0,0
44.99,98.43,13084,5.83,1,0
67.61,96.81,5756,7.23,0,1
60.78,97.67,3324,5.31,2,1
84.4,96.8,15649,5.79,1,1
63.97,99.52,12336,6.99,1,1
69.52,98.06,12004,8.58,0,1
42.78,99.25,9122,7.16,1,0
75.21,97.36,6667,8.2,0,0
58.7,100.0,3199,6.45,2,0
67.76,97.87,3844,8.65,2,0
86.67,98.71,7291,5.21,0,0
86.73,99.16,1328,5.59,1,1
82.9,97.31,19540,6.76,0,1
63.24,98.01,1077,4.43,0,0
59.77,95.19,9986,6.52,0,0
64.15,95.8,3259,7.5,1,0
65.73,100.0,3966,4.62,2,1
57.12,95.46,6481,7.39,2,1
61.52,98.13,6931,4.2,0,1
74.74,99.97,5121,7.15,0,0
79.64,96.64,5302,4.48,2,0
88.67,99.37,13724,10.33,1,0
89.36,97.72,1827,5.44,1,1
61.29,96.22,2160,9.35,0,1
81.02,100.0,5165,6.44,2,0
100.82,98.59,1409,4.44,0,0
63.03,97.42,5812,7.47,1,0
62.4,98.66,8072,7.92,1,0
69.93,98.62,8006,3.97,1,0
93.98,99.54,1216,4.79,1,1
58.29,98.63,2489,7.91,2,0
67.59,96.36,9397,4.77,0,0
89.64,94.52,1250,8.03,2,0
84.36,99.52,5310,5.96,0,1
67.5,96.88,6227,4.03,2,0
71.84,100.0,1256,4.52,2,1
88.74,95.06,2248,7.18,1,1
98.73,96.15,6528,7.25,1,0
100.52,97.75,4328,8.84,1,1
95.7,98.01,7551,6.53,0,1
64.95,99.9,13503,6.2,2,1
102.28,100.0,1015,9.2,0,0
50.23,99.51,7691,6.08,1,1
76.69,94.32,10307,7.21,0,0
97.14,97.34,4176,5.16,0,1
84.95,98.01,3505,6.45,2,1
73.89,98.14,6357,6.51,1,0
79.37,100.0,5612,8.2,0,0
82.98,96.12,4715,5.87,2,1
77.21,99.79,11953,5.54,1,1
70.57,97.03,1333,9.38,2,0
63.89,98.99,8002,7.78,0,0
76.68,96.27,9465,8.13,1,1
73.16,98.29,16209,7.75,0,0
75.05,99.75,20315,5.49,1,1
90.69,99.55,4963,5.06,0,0
71.88,99.64,4906,5.64,2,0
77.85,99.29,9232,8.3,0,0
58.62,98.38,1339,7.91,1,1
91.38,99.77,16676,7.73,2,1
70.52,100.0,1522,8.9,0,1
74.09,99.11,1815,7.7,2,0
55.32,98.01,19631,6.82,0,0
103.21,98.8,2439,4.55,1,0
78.34,100.0,2401,9.41,2,0
84.88,96.7,18012,8.1,2,0
52.52,95.38,3290,7.14,1,1
65.37,99.01,4767,6.82,0,1
81.19,98.12,5753,3.83,0,1
72.59,98.17,14189,7.13,2,1
106.54,96.9,2115,4.04,0,1
82.57,98.01,6190,5.77,0,1
68.27,98.58,3991,6.86,2,1
65.23,99.43,2282,7.06,2,1
63.52,97.29,3689,4.73,0,0
76.78,99.53,1112,7.36,2,1
81.53,98.3,6299,5.83,2,0
78.02,97.79,4236,5.27,0,0
113.04,95.67,13722,3.49,0,1
74.45,97.73,3180,3.88,2,1
69.26,97.05,3148,6.17,2,1
61.52,100.0,9099,6.16,1,1
57.21,98.55,10597,6.0,1,0
54.72,99.69,12786,5.18,0,0
85.65,98.23,15272,5.29,2,1
63.43,100.0,3357,8.06,0,0
44.58,96.41,8305,5.65,1,1
76.67,95.87,3446,6.86,1,1
58.35,96.35,1368,8.56,0,1
63.91,100.0,15815,4.8,1,1
63.15,97.62,17627,3.85,0,1
67.35,95.99,4977,5.25,0,0
71.23,99.16,4337,6.69,0,0
62.32,98.19,10300,8.81,1,0
61.4,99.51,2789,5.82,2,1
48.67,99.87,1310,8.82,1,1
83.11,95.65,14749,7.13,0,0
49.0,97.76,9640,6.32,2,1
83.41,98.01,4055,6.21,1,0
71.24,95.74,8777,5.4,1,0
81.79,97.35,15444,5.55,0,1
81.28,100.0,2905,7.18,1,0
58.58,98.01,1802,5.9,2,0
88.96,98.92,7353,6.08,2,0
69.04,96.56,9152,6.25,0,0
68.05,98.87,11114,7.88,0,0
63.35,97.14,6957,5.26,0,0
93.39,99.31,3214,6.85,2,0
79.52,99.6,7442,4.23,0,1
56.05,94.39,4697,4.54,1,0
107.31,97.26,5957,8.93,2,1
67.85,96.46,16607,6.7,0,0
63.06,96.87,17655,5.86,0,0
48.34,98.49,6995,4.49,1,1
95.81,99.31,11140,7.78,1,0
63.03,96.46,5381,7.03,2,0
67.82,98.25,1854,4.35,1,1
51.38,98.14,2634,9.27,2,1
77.68,96.86,7609,8.53,2,0
40.0,97.61,5583,6.67,1,1
93.57,98.01,3519,4.61,1,0
80.96,97.63,3880,7.79,1,0
81.96,98.15,4208,6.21,0,0
75.21,100.0,8686,7.6,2,1
77.21,98.88,2186,7.04,0,0
91.74,100.0,7173,5.78,2,0
69.15,98.57,20122,6.6,2,1
74.75,96.65,6787,7.7,2,1
75.21,97.32,15041,5.7,1,0
96.37,100.0,15073,5.63,1,0
57.77,96.48,10505,8.57,2,0
72.1,98.81,15272,8.68,0,1
54.21,98.91,4733,7.2,1,1
76.29,100.0,2966,6.9,1,0
63.12,97.04,3945,8.13,1,0
69.42,97.45,11372,7.19,0,1
53.7,99.92,4111,5.89,2,1
75.32,99.5,11220,7.03,1,1
91.04,96.96,7782,5.89,0,0
72.89,100.0,6309,5.46,2,0
92.78,96.55,5196,8.93,2,0
99.21,96.37,3057,5.38,1,0
89.92,100.0,19569,8.55,2,1
56.47,96.53,10743,7.04,0,0
69.75,98.18,8858,3.83,1,0
57.35,95.64,2634,6.17,2,0
87.31,96.78,18148,3.88,0,0
73.61,99.79,3213,5.79,0,1
89.16,97.43,2851,9.15,0,1
56.1,99.39,5392,7.35,0,0
71.26,98.36,4156,6.67,2,0
61.53,95.24,13702,7.3,2,1
86.05,95.58,7525,8.79,1,1
58.21,96.83,8362,6.06,2,0
79.35,98.01,14848,7.39,1,1
75.21,99.59,3762,7.21,2,1
60.69,96.75,2446,6.66,1,0
63.93,96.26,6895,6.22,1,0
80.01,99.71,9034,8.91,0,1
74.62,97.44,1312,6.89,2,1
75.57,99.27,1205,4.67,1,0
75.21,97.12,1994,7.93,1,0
74.68,98.88,9722,5.85,1,1
96.59,95.56,5295,6.27,1,1
75.21,96.83,5555,7.11,2,0
68.71,94.91,12395,6.16,0,1
61.2,98.76,4104,7.6,1,0
46.94,97.42,8295,7.66,2,0
74.83,96.87,5360,5.27,1,0
106.02,96.48,7922,6.77,1,1
85.91,95.99,1176,4.92,1,0
54.05,97.1,11496,8.17,2,1
77.95,96.39,18496,9.5,1,0
62.16,99.14,4856,5.92,1,0
92.23,95.39,9632,6.49,2,0
81.05,97.06,7298,7.96,1,0
40.75,97.08,6946,6.71,1,1
70.71,99.46,20580,4.75,2,0
68.5,98.58,9529,6.35,0,1
82.26,99.47,2531,9.1,2,0
75.21,99.3,13778,6.54,0,1
55.67,97.54,5656,4.8,2,1
78.03,100.0,17060,5.62,0,0
78.55,98.67,3893,3.56,0,0
58.14,100.0,13270,4.06,2,1
88.29,95.64,1906,5.71,2,0
44.44,97.4,4401,5.31,0,0
112.8,97.65,13109,5.47,0,1
62.17,96.43,9130,7.81,0,1
84.27,96.41,4019,4.75,2,0
84.39,99.91,5039,9.34,0,0
75.21,97.7,6056,6.65,2,0
101.73,99.13,2257,6.51,1,1
61.36,99.7,3946,9.54,0,1
86.13,100.0,2192,4.88,2,0
75.21,95.99,7015,6.9,2,1
55.25,95.61,8809,5.69,0,1
74.05,97.81,4904,3.79,0,0
65.52,100.0,6753,4.2,1,1
87.67,96.21,5758,7.42,2,0
92.64,97.0,12902,4.65,2,0
73.25,98.23,3697,7.55,0,1
70.93,96.53,7599,4.73,0,0
79.49,97.81,2757,4.73,2,1
67.68,99.06,1894,7.46,2,0
107.21,96.84,7702,5.86,1,0
67.47,97.0,8866,7.83,1,1
67.58,98.58,1048,7.09,0,1
59.56,98.11,6296,4.62,2,1
75.21,97.71,5634,8.53,0,0
94.26,97.58,8707,5.55,0,1
86.28,100.0,5996,5.51,1,1
83.27,96.36,4977,4.35,0,0
88.9,99.89,9986,5.57,1,0
81.34,98.64,2689,9.06,1,1
97.51,99.56,1318,5.78,1,1
75.68,96.49,5845,6.68,0,0
67.59,96.45,11095,8.05,2,1
65.68,98.12,20897,4.58,2,1
87.74,100.0,8281,7.75,2,0
71.39,96.56,2864,5.83,0,0
80.43,96.95,4773,4.58,0,1
70.68,99.67,10024,5.76,2,1
92.61,99.19,10855,6.59,1,0
96.42,94.83,6658,5.38,1,0
73.68,100.0,10768,4.41,0,0
69.93,99.62,1783,4.46,1,0
78.99,95.79,4121,6.38,0,1
63.3,99.68,8575,5.24,2,0
83.9,99.77,5671,9.61,1,0
82.71,100.0,9383,4.06,2,1
54.6,97.78,12772,5.38,1,0
45.16,100.0,1612,7.55,1,1
82.49,97.33,10956,4.14,2,0
85.1,98.66,7160,5.32,1,0
91.94,95.6,11389,7.46,0,0
68.93,98.48,5852,7.06,0,1
78.13,96.36,3916,7.36,0,1
95.51,99.78,10597,5.22,0,1
64.36,96.48,3716,4.59,1,0
92.68,97.11,16665,7.92,2,1
98.63,100.0,2579,6.92,2,0
75.21,98.02,15610,7.9,0,0
63.69,99.51,1688,6.47,0,0
107.51,99.52,1228,6.41,2,0
89.86,98.01,3086,7.08,0,1
82.68,96.18,5788,6.62,1,0
65.09,96.43,16317,7.7,0,1
85.1,97.58,1208,8.45,1,0
74.0,100.0,6043,6.91,1,1
75.86,97.02,5662,3.31,1,1
88.36,98.27,4293,7.17,0,1
75.21,98.84,8302,8.14,0,0
75.27,100.0,5041,8.59,0,0
75.21,99.23,5592,6.4,2,1
62.72,96.97,16355,4.35,0,1
50.18,98.02,13776,6.07,0,1
63.06,97.55,6028,4.33,0,1
77.28,99.81,1188,8.43,0,1
63.84,98.44,6823,5.73,1,0
77.28,96.35,15899,7.68,2,0
55.66,100.0,8277,9.5,1,0
53.36,97.64,8095,5.17,0,1
95.57,98.24,8734,4.31,0,0
74.98,97.03,4977,7.59,1,1
56.78,100.0,2754,5.94,2,1
67.44,98.01,9065,6.11,2,1
61.47,98.01,12609,6.82,1,0
69.28,96.04,1385,6.47,2,1
70.61,98.12,12133,5.55,2,1
86.07,99.18,4584,8.24,1,1
77.54,98.75,1050,7.36,0,0
66.97,100.0,13053,6.49,1,1
86.32,96.09,3145,7.45,1,0
75.21,99.25,4276,5.5,2,1
77.7,99.14,5019,5.35,2,0
85.6,94.75,5607,6.14,0,1
83.58,96.9,3941,7.58,0,1
85.79,99.29,2911,6.67,1,1
61.79,100.0,2995,6.54,2,0
95.49,100.0,18648,6.85,2,0
80.56,98.82,4243,7.86,2,0
64.79,100.0,4751,7.35,0,0
49.23,100.0,8907,6.51,2,1
75.21,96.88,5123,4.8,2,0
73.22,97.75,6795,8.46,1,1
95.8,99.39,3562,7.5,0,1
102.3,95.3,8876,7.35,0,1
73.06,98.78,4389,9.05,0,1
54.16,98.88,1763,7.54,0,1
55.41,99.47,11885,6.43,0,0
86.58,99.75,10150,5.73,1,0
85.62,97.32,6912,5.68,1,1
65.89,98.88,5166,6.91,2,1
57.39,97.17,1636,7.95,2,0
89.88,99.92,14193,7.97,2,0
68.34,99.94,3382,7.89,0,0
75.21,94.36,13400,6.06,2,0
44.99,95.42,6336,5.62,2,1
89.3,98.64,4041,7.05,1,1
110.7,95.49,10970,7.68,0,0
74.48,100.0,1464,6.83,0,0
78.37,97.37,4352,7.69,0,0
64.05,97.3,2371,4.84,0,0
58.14,99.79,7692,6.79,1,0
69.7,99.22,4772,6.45,0,0
77.3,96.28,4838,5.64,0,1
60.02,98.84,3069,3.5,0,0
54.8,100.0,1656,4.4,0,1
68.39,99.13,1680,6.39,1,1
55.0,97.26,3425,5.1,1,0
85.08,97.55,8016,6.02,1,0
40.0,97.25,2878,5.32,2,0
75.21,97.12,2761,6.45,2,1
96.2,95.58,3873,4.7,0,0
73.07,99.56,2443,6.54,2,1
65.59,97.34,2417,3.76,0,1
75.21,96.01,3660,4.83,2,1
62.57,97.73,5858,4.45,0,1
84.85,98.22,1545,8.35,2,1
67.22,95.7,7132,6.17,0,1
70.44,98.86,8233,5.63,0,0
67.67,100.0,9813,8.73,0,1
80.63,99.19,13796,6.7,1,1
69.95,100.0,10847,6.97,1,1
84.47,98.5,4005,5.98,0,1
80.41,98.15,20112,6.61,0,0
90.73,95.57,1069,4.7,1,0
40.0,100.0,8225,9.29,0,1
79.62,96.95,3615,4.67,0,0
52.78,99.04,12903,6.37,0,0
78.31,97.01,4325,7.2,1,1
71.64,98.0,1924,6.45,1,0
90.34,95.75,3672,10.17,1,0
95.14,99.55,8351,7.0,2,1
92.43,96.59,7559,4.87,2,1
95.48,100.0,8884,5.44,1,1
67.51,96.17,3389,7.24,2,1
69.15,96.21,2157,5.28,1,1
59.02,98.0,19880,9.45,2,1
65.93,100.0,1374,7.39,0,1
78.61,100.0,2670,5.36,2,1
93.61,94.11,11958,6.48,0,1
44.69,98.01,2826,6.05,0,1
80.29,97.61,7675,5.56,0,1
62.13,93.65,15613,5.82,0,1
89.4,96.54,1388,5.51,2,1
54.01,95.37,3115,6.06,1,0
90.97,98.43,9736,5.52,2,0
61.43,98.08,8809,5.07,1,1
72.9,99.61,2034,8.03,1,0
46.98,98.73,4784,7.17,1,1
90.64,95.34,1500,5.81,2,0
86.3,96.89,1807,6.57,2,0
103.55,99.37,7044,6.31,0,0
75.21,98.5,5062,6.54,0,1
58.93,100.0,1167,6.66,0,1
107.71,100.0,1736,8.67,1,1
75.71,98.76,15282,4.99,1,1
76.35,96.57,11026,4.72,2,1
95.69,100.0,3750,7.98,2,0
57.53,99.37,9481,4.23,1,1
83.08,99.07,3657,8.68,1,0
82.75,99.81,10995,8.27,0,0
89.36,97.48,1405,7.37,1,1
87.78,99.14,1158,4.22,2,0
66.53,95.31,1107,6.93,2,0
87.63,93.97,11218,7.33,1,1
102.82,98.77,1920,5.38,0,1
56.66,96.52,5082,8.09,1,0
55.67,97.0,9879,7.28,1,1
51.39,96.46,7912,7.27,2,1
63.49,94.95,1602,6.16,2,1
94.74,100.0,16993,3.29,0,1
43.82,94.41,6809,7.1,1,1
56.92,98.77,8582,8.99,0,0
61.98,99.62,1935,7.5,0,0
75.21,100.0,5294,7.66,1,0
82.71,96.16,11265,6.2,0,0
46.1,96.59,7439,7.98,1,1
95.5,99.39,5895,6.6,0,1
96.07,97.56,6037,8.53,1,0
99.97,99.38,6420,5.47,0,1
80.9,98.02,10732,5.53,2,0
65.17,97.87,1787,2.96,0,1
77.62,98.24,8009,5.11,1,1
112.92,97.93,5631,5.84,2,0
67.04,94.88,4783,6.42,2,0
102.49,96.1,5449,7.17,2,0
40.0,100.0,2224,7.82,2,0
84.71,100.0,9965,6.66,2,0
80.6,96.23,17353,5.03,1,0
81.59,97.99,4587,4.5,2,0
82.85,97.61,12736,6.99,0,0
83.55,95.91,5671,6.65,1,1
70.04,94.64,18645,7.24,2,0
70.93,96.02,4970,7.37,2,1
54.59,100.0,1604,5.78,1,1
85.99,97.04,14287,8.14,1,1
94.53,97.37,11275,5.12,2,0
101.17,97.98,3552,4.92,2,0
62.68,98.33,12912,7.1,1,1
80.64,97.22,11257,5.29,2,0
57.67,98.8,8154,5.25,2,0
83.58,100.0,3342,7.07,1,1
41.92,96.77,10977,6.88,1,0
77.3,96.75,1591,5.54,2,1
46.18,97.8,5338,5.13,1,1
79.56,94.32,14901,3.32,2,0
87.03,95.93,4977,8.24,0,1
40.0,97.41,9520,6.04,1,0
67.93,99.35,6921,5.04,1,0
73.66,97.94,19802,5.19,1,0
70.57,98.31,4606,5.19,0,1
69.73,97.79,14856,5.72,1,1
90.82,98.18,6765,4.18,2,0
49.03,100.0,9361,5.92,0,1
70.63,99.15,4376,5.64,1,0
71.82,93.93,1284,7.81,0,0
60.34,100.0,8027,5.93,2,0
107.13,98.01,4977,7.21,0,0
89.68,94.39,5866,4.86,0,0
108.17,95.96,9594,4.61,0,0
84.6,97.8,10808,6.36,2,1
86.43,96.41,4988,6.65,0,1
74.93,100.0,2643,6.29,1,1
98.45,98.01,10469,8.53,0,1
83.48,97.91,3757,7.53,2,0
72.14,97.99,19322,8.05,1,1
102.7,100.0,12183,6.45,0,0
75.21,97.82,9618,7.0,0,1
64.02,100.0,1932,4.93,0,0
85.06,97.76,13232,7.0,2,0
90.28,94.52,10645,5.31,0,1
59.65,100.0,3624,7.15,1,1
66.39,99.44,11243,5.35,2,1
113.26,97.97,5626,7.94,0,1
99.83,97.07,5237,6.18,2,0
104.97,95.54,8465,6.24,2,1
65.89,96.91,11491,6.88,1,0
70.63,97.93,8276,6.3,0,1
78.28,98.63,4193,6.92,1,1
88.03,98.93,2708,5.12,2,1
69.87,96.18,13078,2.42,1,1
103.18,96.26,5149,4.38,0,0
82.37,97.85,10709,5.82,1,1
63.3,99.35,7227,9.74,0,1
68.72,95.19,2283,5.61,0,1
78.69,99.15,14046,5.52,1,0
75.21,98.12,2238,7.01,2,1
90.72,96.76,2111,6.83,1,1
84.87,94.19,13879,3.53,2,1
105.63,100.0,1836,6.8,0,0
84.78,98.92,3043,4.12,2,1
94.43,98.87,8751,7.37,2,1
100.21,98.33,2904,7.59,2,1
97.77,96.96,2590,7.34,0,1
73.92,98.18,4686,5.89,2,0
82.19,97.39,11243,6.35,1,0
80.53,98.09,7445,6.3,0,0
64.63,96.53,4327,6.42,2,1
57.21,95.78,12250,5.27,2,1
71.09,95.21,1854,5.6,0,1
78.3,95.43,10962,6.82,0,0
71.45,100.0,13242,6.21,1,1
65.75,100.0,5274,7.91,2,1
54.57,95.83,15691,4.6,2,0
73.56,94.25,3377,7.12,2,1
57.01,99.3,11957,5.23,2,0
96.39,97.76,3789,5.73,0,1
106.3,99.88,1474,5.79,1,1
63.22,97.14,11321,5.98,0,0
79.91,97.42,4283,5.86,2,0
55.5,99.08,6552,6.69,0,0
53.26,95.32,12126,5.48,1,0
77.51,98.4,5173,7.15,1,0
88.47,97.24,4628,6.46,0,0
84.64,96.61,8543,5.81,1,1
69.22,97.77,16573,6.44,0,1
58.87,96.02,10609,4.69,1,1
94.69,95.89,2066,3.94,0,1
99.62,97.66,1951,5.02,0,1
67.13,98.16,3086,4.93,0,1
75.21,96.12,7751,9.38,2,0
83.01,94.83,19842,9.37,1,1
106.14,98.64,7192,4.68,1,0
89.15,97.21,5335,9.13,1,1
108.18,96.81,4899,5.43,1,1
69.14,99.67,6285,8.97,0,1
55.39,92.89,8679,7.16,2,1
97.56,99.05,11093,5.01,2,1
77.58,100.0,8388,8.98,2,0
61.6,93.82,8546,8.92,2,1
58.2,95.59,12157,3.59,2,1
55.47,97.46,7736,5.92,2,1
90.34,100.0,4248,5.89,1,0
57.72,97.25,6729,8.92,0,0
78.77,97.41,8114,4.5,2,1
79.75,100.0,8778,6.16,1,0
78.97,92.89,14250,7.63,2,0
55.68,98.22,16854,4.53,2,0
72.08,99.09,6534,5.17,0,1
95.6,100.0,15721,8.17,0,0
71.97,99.79,10125,8.52,0,0
75.21,98.01,1585,5.85,0,1
42.27,99.3,6183,5.89,2,0
72.35,95.98,5161,7.69,1,0
76.5,98.3,8343,5.87,0,0
85.48,99.64,12952,4.47,1,1
82.01,97.44,1257,6.51,2,1
84.22,99.4,13586,6.13,2,0
75.21,96.86,15033,5.99,2,1
62.38,98.3,13302,6.16,2,0
70.24,95.26,8357,6.92,1,1
75.21,98.51,2497,8.06,1,1
73.35,99.16,10538,6.37,2,1
81.06,95.73,1720,5.68,0,1
92.51,100.0,4070,8.51,0,0
77.13,95.95,5297,6.35,1,1
61.74,98.01,8096,5.6,1,0
68.85,97.7,4678,6.76,2,1
83.1,99.04,8301,3.76,0,1
70.57,99.46,11775,5.8,1,1
67.99,97.6,8739,5.69,1,1
61.02,97.67,2491,5.32,2,1
92.9,97.62,15729,7.07,0,0
73.18,94.08,5598,8.12,1,0
73.27,99.67,4383,9.04,2,0
85.2,98.08,5990,5.76,1,0
54.56,97.32,4620,6.08,2,1
75.63,97.74,9848,5.48,2,0
97.58,97.11,3821,7.31,1,0
74.04,93.92,10495,3.7,1,0
78.29,97.12,9994,5.92,0,0
77.96,97.99,2269,6.94,2,0
78.02,98.1,13324,5.86,2,0
112.03,99.7,1295,7.99,0,1
68.46,95.12,3602,8.29,2,1
97.68,98.1,2052,8.96,0,1
71.84,98.01,1742,7.3,2,1
66.01,100.0,1323,6.06,1,0
57.17,97.03,9681,8.87,0,1
82.18,98.07,10708,2.71,0,1
63.34,96.28,5540,7.66,1,0
66.51,99.11,1016,10.21,0,1
69.55,99.05,4845,7.52,0,0
87.49,99.24,2993,6.78,2,0
82.25,96.83,1577,5.8,1,1
72.83,98.01,20703,7.33,0,0
73.4,97.97,5810,7.62,2,1
78.1,95.32,1458,6.59,2,1
65.0,99.04,6127,8.05,1,1
65.13,99.68,18466,6.45,0,0
77.27,98.01,3321,7.27,1,0
77.3,99.8,1037,7.96,2,0
90.17,95.67,8282,5.1,0,0
82.49,96.54,7475,6.47,2,1
55.8,98.19,13450,4.7,2,0
88.24,100.0,7567,4.87,0,0
79.98,99.27,1524,5.56,1,1
102.07,97.0,9836,6.69,1,0
71.75,96.08,3179,6.96,0,1
75.62,97.04,3969,7.45,1,0
86.86,100.0,5418,7.25,2,0
87.95,97.78,8876,6.6,1,1
79.91,98.36,1329,6.29,0,1
51.13,97.12,1524,8.14,1,1
75.33,98.3,14588,5.64,2,1
46.98,100.0,5635,6.07,0,1
74.55,97.02,3938,7.56,0,1
84.77,97.12,1897,10.05,0,0
74.11,96.45,6326,3.6,2,0
79.43,98.44,8209,7.8,2,0
83.82,100.0,8179,7.21,1,0
84.79,100.0,8475,6.45,0,1
65.08,98.9,9856,7.14,0,1
91.11,95.05,12130,4.99,2,0
95.72,93.42,8716,5.5,2,1
75.21,94.7,7333,8.11,2,1
66.21,100.0,4998,4.75,2,1
84.19,97.77,13272,6.45,0,0
60.1,99.9,4209,7.22,1,1
70.92,98.05,3911,6.89,1,0
75.21,98.01,19003,5.61,1,0
64.31,100.0,19055,7.05,2,0
89.23,95.63,4652,5.77,2,1
73.83,96.73,1228,8.89,2,1
59.42,95.99,2238,7.46,2,0
92.47,97.82,7679,6.5,0,1
60.27,98.95,9091,6.92,2,1
61.83,100.0,7177,5.82,0,1
40.0,98.15,16307,5.63,0,0
66.12,96.37,5470,6.31,1,1
90.98,100.0,20345,5.6,1,1
64.74,100.0,6578,6.71,0,1
60.66,99.1,3427,7.12,2,0
75.21,98.27,6563,6.09,2,1
66.96,93.32,2989,5.2,2,0
82.64,94.81,3262,4.88,1,1
61.98,99.75,6958,7.06,0,0
69.86,100.0,4256,5.41,2,0
47.7,94.39,5240,5.75,1,0
64.92,96.12,7306,6.8,1,0
73.62,98.61,17937,5.57,2,1
71.77,99.49,1886,5.79,0,0
62.59,95.96,1668,4.75,1,0
80.98,95.16,3156,5.72,0,1
72.99,97.09,5751,5.05,0,0
53.09,100.0,7258,5.43,2,1
73.12,98.13,11999,9.78,1,1
62.62,99.58,4011,7.01,0,0
82.97,96.75,10734,6.45,2,0
43.38,98.27,10236,8.06,0,1
106.48,97.39,10705,8.1,0,1
54.51,99.58,1039,8.51,1,0
76.33,96.85,6035,3.4,2,0
75.95,96.82,2451,5.35,0,0
56.51,100.0,1204,8.49,0,1
67.74,97.64,9333,5.3,0,0
40.0,97.36,7818,7.41,2,1
75.06,97.41,1017,3.86,1,0
81.83,98.17,4395,6.61,2,0
65.2,99.93,1523,8.44,1,0
77.5,100.0,2148,6.82,1,0
78.9,96.55,1696,8.78,0,0
88.07,98.24,8085,6.46,1,1
71.08,98.94,13806,7.14,0,0
73.41,97.96,1899,7.55,2,0
54.21,98.03,1766,4.17,2,0
96.73,96.24,3434,5.72,1,0
60.98,99.35,1325,8.21,1,1
85.87,98.32,20537,3.43,2,0
85.98,98.06,1953,8.18,0,1
71.44,99.13,5697,9.58,2,0
69.56,99.25,5399,7.16,0,0
74.61,97.54,2735,8.65,2,1
97.29,98.01,3119,7.41,0,1
71.61,96.07,2877,5.83,2,1
74.51,95.53,6933,8.66,1,0
59.64,96.3,6485,5.11,0,0
77.79,99.07,5267,8.11,0,1
75.21,99.18,3171,2.89,1,1
75.21,99.16,3906,6.68,1,0
92.12,97.49,11008,5.66,1,1
95.39,100.0,6577,4.44,2,1
53.35,93.09,8819,6.45,1,1
75.21,95.98,2267,3.28,2,0
75.21,98.51,16972,8.58,2,1
92.89,97.45,6339,8.08,0,1
81.22,98.09,11712,5.33,2,0
95.6,97.41,14084,3.57,0,0
55.99,95.24,2695,5.82,2,0
75.21,99.66,4310,7.35,1,0
92.59,100.0,10916,6.89,0,1
70.58,97.75,17484,8.25,2,0
61.25,96.7,2803,7.77,2,0
63.37,96.08,1774,6.36,2,0
55.02,99.24,2029,8.22,0,0
41.29,100.0,8081,7.84,1,0
73.25,100.0,9057,6.25,2,0
51.68,100.0,1707,7.57,0,1
79.71,95.77,1920,6.91,2,0
89.76,97.74,2734,7.32,0,0
80.65,97.89,3973,9.32,0,1
75.66,99.07,17462,5.29,0,1
87.69,97.07,7116,6.55,1,0
104.2,100.0,13848,7.68,0,0
96.12,100.0,8995,5.82,1,1
55.04,98.72,1710,5.65,0,1
73.83,96.87,4533,6.4,0,1
75.21,100.0,16877,7.21,2,0
75.21,97.99,1085,5.07,0,1
76.61,100.0,1075,8.62,0,1
68.33,98.01,11731,8.82,1,0
64.26,97.96,1290,6.01,0,1
89.79,98.05,20766,4.2,0,1
77.83,98.44,2293,6.04,2,0
79.02,95.71,2051,5.65,0,1
56.31,96.93,4977,7.41,1,1
51.22,97.63,17376,6.9,1,0
90.02,100.0,1180,6.07,0,0
59.38,98.53,1778,7.66,1,0
58.03,100.0,4077,8.34,1,0
67.28,99.07,9656,6.77,2,1
89.94,99.73,7524,7.38,0,1
69.48,99.26,2777,4.32,1,0
93.19,98.12,2041,5.7,1,1
90.63,98.19,1735,5.21,1,0
90.88,97.02,2064,5.46,0,1
75.21,99.46,12678,6.06,0,0
84.89,98.38,4643,4.68,1,0
102.84,98.19,1133,8.03,0,1
61.74,98.67,8872,5.48,2,1
89.69,100.0,2560,7.12,1,0
65.0,96.05,14300,3.66,2,1
61.8,100.0,6029,6.4,0,0
72.62,94.78,4670,4.95,2,0
81.58,100.0,2090,8.73,2,0
86.07,98.17,4103,5.86,1,0
73.25,100.0,16531,5.71,1,1
67.95,98.33,12376,7.62,0,1
60.26,100.0,6768,7.54,2,0
63.76,99.08,4215,5.23,0,1
61.59,100.0,4238,6.29,0,0
80.25,99.61,4372,6.12,0,0
79.92,97.89,5304,3.24,1,1
77.38,97.16,11724,5.83,0,1
76.18,96.18,4995,5.01,0,1
