User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Stress Level
2635,73.21,98.04,8997,6.01,highly active,7
2312,75.21,99.54,4045,5.35,highly active,7
4325,65.55,98.44,7705,8.68,highly active,1
2757,81.59,96.14,7384,5.85,active,10
1356,74.4,99.44,12164,5.84,highly active,4
3070,74.53,99.72,8697,5.87,sedentary,8
2785,82.68,97.36,9677,5.46,highly active,9
3569,47.12,98.4,5693,5.41,sedentary,1
2781,93.05,100.0,4638,3.91,sedentary,7
4908,46.55,98.42,4296,4.17,highly active,9
4171,92.04,97.59,3483,6.21,sedentary,6
3849,81.51,95.99,2164,7.18,sedentary,9
4294,99.22,98.19,7783,6.77,sedentary,2
4977,92.75,96.75,16185,8.42,active,4
3809,87.21,99.2,18663,5.79,sedentary,9
4730,70.58,97.16,6081,5.02,active,10
3489,69.59,100.0,692,6.41,highly active,2
2631,87.62,98.46,14764,7.28,active,6
3816,81.79,94.84,9641,5.66,sedentary,3
2015,79.52,98.38,2026,7.93,sedentary,5
2348,74.15,97.26,11391,7.2,highly active,8
1515,68.88,99.43,4470,9.1,highly active,9
4087,54.15,98.01,15299,3.98,active,9
3839,84.65,98.83,1991,4.38,active,6
1335,72.27,100.0,11297,5.87,highly active,9
2782,71.3,97.58,8711,4.49,highly active,3
3305,47.81,99.47,101,8.86,active,2
1496,76.39,100.0,5800,6.85,sedentary,1
1895,54.55,98.62,8800,6.01,active,9
3207,68.48,94.78,1190,8.83,active,7
4546,86.89,99.56,5313,6.94,sedentary,2
1851,75.95,94.02,2537,6.19,highly active,2
2687,73.42,100.0,8340,5.33,highly active,2
2931,64.1,95.39,5437,7.33,sedentary,1
3737,66.79,100.0,6800,7.28,sedentary,4
4746,98.78,98.17,527,7.52,sedentary,5
3427,86.7,99.75,1037,7.71,sedentary,10
2568,68.07,99.02,5622,8.68,sedentary,6
1956,73.42,99.94,1399,5.26,highly active,2
3738,78.71,94.06,4833,9.86,active,6
4498,81.57,96.71,8198,9.2,highly active,3
2636,74.64,98.81,11616,9.08,sedentary,1
2291,48.44,98.1,1080,6.19,active,8
4906,74.53,97.2,9480,5.43,sedentary,10
4648,73.61,98.01,3158,6.66,highly active,5
4913,84.63,100.0,5067,6.25,active,1
4627,85.19,100.0,787,5.98,active,5
1284,49.52,98.98,12308,6.57,sedentary,7
3444,67.01,96.13,4220,7.58,active,6
1011,50.6,97.44,12131,6.68,highly active,1
2630,83.26,98.7,4977,5.49,sedentary,3
4373,56.84,98.3,1217,5.15,sedentary,9
4969,70.7,95.35,7858,8.1,sedentary,2
4324,74.34,98.71,1876,7.24,sedentary,7
3546,74.57,95.76,1019,8.58,highly active,6
1753,67.91,100.0,6923,8.22,highly active,6
3082,80.05,99.56,799,6.08,highly active,3
3774,56.19,97.62,4380,8.01,highly active,6
3896,101.09,98.13,7073,7.03,sedentary,5
1089,59.49,100.0,4846,6.33,active,7
1775,75.6,95.01,8359,10.47,active,1
3652,84.37,97.04,11315,10.02,active,1
4993,85.24,99.07,14403,7.48,active,9
4017,86.63,93.89,5744,5.23,active,4
2625,51.11,97.72,2266,5.78,sedentary,1
4069,61.24,97.11,4988,5.69,sedentary,9
1417,77.04,100.0,3433,7.72,active,3
1616,93.86,95.94,5271,6.03,active,7
4974,67.29,96.23,160,9.6,sedentary,6
1825,66.8,100.0,12066,9.3,sedentary,7
2649,97.51,97.65,4977,7.47,active,6
2516,72.46,99.88,658,5.33,sedentary,1
4146,94.27,99.1,1240,8.91,active,8
1412,66.41,98.03,1044,9.46,active,1
4447,89.32,96.0,5720,6.85,active,10
1728,80.35,98.25,19351,6.65,active,4
4348,90.29,99.34,446,8.76,active,7
4068,70.1,95.34,3474,5.08,sedentary,8
3808,84.2,97.83,15708,7.98,active,7
1675,66.58,100.0,20746,2.72,sedentary,7
4465,79.55,95.52,4382,4.75,highly active,6
2892,67.78,99.49,4691,4.91,active,8
3504,87.29,95.4,7077,6.52,highly active,10
3967,56.03,96.94,3665,5.17,highly active,6
3239,59.77,94.04,2747,5.19,active,9
3786,94.59,98.6,9414,6.23,highly active,1
4760,40.0,96.46,6333,6.31,active,10
2122,65.38,94.01,4600,4.77,highly active,5
2571,72.87,98.28,743,4.49,sedentary,9
1977,80.3,100.0,499,5.22,sedentary,5
2008,67.83,98.82,5005,8.0,highly active,7
3143,58.11,98.01,6762,10.46,sedentary,7
2687,93.39,99.57,7500,8.69,active,4
3710,90.8,96.56,15769,5.96,sedentary,9
4261,69.31,98.22,11858,7.12,active,3
4807,48.14,100.0,1061,6.5,sedentary,9
1036,79.59,98.29,11073,6.29,sedentary,5
4851,77.73,96.33,7895,6.66,sedentary,5
4440,64.99,98.7,12323,6.92,sedentary,5
4766,45.67,97.24,12976,3.88,active,1
2548,70.93,97.93,2967,5.57,active,8
3326,86.5,99.49,2138,6.44,active,7
3264,88.76,96.92,5630,10.08,active,2
1872,65.65,97.65,3012,8.15,sedentary,2
2821,86.02,98.99,501,6.33,active,3
4952,75.21,100.0,2590,6.93,highly active,8
3109,73.67,97.33,10601,7.74,active,6
1728,55.23,99.77,7033,5.79,highly active,4
2365,68.44,97.68,5415,9.24,active,1
1396,111.51,99.51,2590,5.78,highly active,2
1698,64.67,100.0,13838,5.08,sedentary,5
4090,99.3,100.0,2887,6.74,sedentary,3
3224,89.64,95.02,790,9.31,highly active,4
2635,92.86,94.41,2437,5.48,sedentary,9
1395,68.31,96.13,2649,6.23,active,4
3492,68.76,97.89,8873,6.88,sedentary,9
4304,61.34,96.94,1300,4.51,sedentary,7
4986,86.98,100.0,2667,4.44,active,1
1075,50.45,96.42,557,8.19,highly active,7
1264,72.55,95.77,13205,6.61,highly active,8
3502,99.52,100.0,9031,4.91,highly active,10
2819,83.92,99.09,4027,6.03,highly active,6
1717,90.04,98.59,3935,5.66,highly active,7
3782,50.34,95.77,1273,6.51,active,1
4455,60.09,100.0,3396,6.79,highly active,9
4635,92.76,97.54,16612,3.28,sedentary,7
1850,75.21,98.27,1044,8.5,highly active,6
4577,59.41,98.68,10138,6.61,sedentary,9
2390,84.4,100.0,338,5.54,active,8
1143,67.0,98.89,2614,7.83,sedentary,1
1884,113.06,96.63,13138,4.95,sedentary,7
4140,83.99,97.99,4121,6.03,active,8
4170,61.16,99.36,8490,4.68,sedentary,6
1395,88.22,100.0,765,7.62,highly active,9
4096,99.22,97.19,8051,8.29,active,4
3995,74.91,97.01,11965,7.08,sedentary,6
3938,63.48,99.52,11452,6.22,highly active,3
2492,75.66,96.23,4044,4.59,sedentary,8
4555,65.81,96.74,16414,5.81,sedentary,6
4636,71.13,98.05,5989,6.85,sedentary,1
4222,54.17,98.87,4977,5.64,sedentary,2
2167,88.13,100.0,1680,5.82,sedentary,5
3616,57.76,98.33,1652,4.82,highly active,9
2062,84.12,98.18,9827,5.38,sedentary,9
4764,78.34,94.93,7895,6.91,active,2
2065,75.21,98.16,1889,6.57,sedentary,8
2209,77.94,100.0,3571,6.64,active,3
3982,81.49,99.57,2092,5.96,highly active,4
3445,69.74,97.95,493,5.61,highly active,2
4294,49.06,99.47,1596,6.05,active,6
2156,80.86,98.87,1866,6.73,sedentary,9
4234,53.51,97.93,1214,9.25,active,1
2238,60.28,98.21,8355,6.22,highly active,2
1732,69.78,97.26,6451,5.61,highly active,2
1234,40.58,100.0,9593,6.13,sedentary,5
4914,85.62,97.01,7422,5.76,active,3
3705,67.67,95.87,1766,6.45,highly active,6
1750,79.33,95.04,4864,5.62,highly active,10
3635,59.07,93.69,1360,7.53,active,7
4080,105.26,98.01,2046,7.51,active,4
1953,67.52,95.39,9131,8.17,active,4
3539,92.99,97.47,10690,5.95,active,9
3960,57.76,99.37,213,4.15,sedentary,7
4324,76.37,97.8,3370,9.45,sedentary,7
4301,75.21,98.27,4977,3.11,highly active,1
2542,52.4,100.0,1134,5.99,sedentary,4
3492,64.97,99.65,13212,4.36,sedentary,6
2676,77.85,98.22,1052,7.1,active,10
2191,81.8,96.03,7083,5.06,highly active,8
3217,62.67,96.91,5639,8.2,highly active,9
2416,102.61,98.06,13247,6.85,highly active,3
3993,82.21,99.44,2615,8.77,sedentary,4
3842,86.65,98.68,2339,6.65,active,1
3681,85.77,96.76,13114,8.24,active,8
2217,51.55,98.8,1751,4.87,highly active,1
2540,73.28,100.0,9594,7.98,highly active,5
3076,74.76,98.58,1484,6.3,sedentary,9
4236,71.18,99.23,14595,6.86,highly active,5
2445,78.11,97.31,12787,7.89,sedentary,7
3386,75.21,97.62,10840,7.08,sedentary,7
4719,76.92,94.63,4733,5.31,sedentary,5
2519,70.45,98.27,240,5.77,highly active,3
2856,81.34,94.95,4269,7.57,sedentary,9
2365,57.28,98.67,312,5.98,highly active,3
1499,69.29,96.02,459,5.83,active,7
2680,71.18,94.04,938,6.8,active,8
1510,47.31,98.14,2115,6.14,sedentary,6
4398,75.21,94.92,9685,8.25,highly active,7
1216,83.18,100.0,344,7.68,sedentary,9
2155,69.11,100.0,2239,5.88,active,7
2827,76.09,98.78,2701,7.56,active,3
4141,48.63,100.0,1994,7.26,highly active,3
4323,68.88,96.07,6456,4.68,highly active,1
4486,73.34,96.79,137,6.13,highly active,10
2810,101.47,98.58,687,6.24,sedentary,4
3492,61.2,97.75,728,8.74,active,5
3923,86.83,98.29,7645,5.87,active,10
2205,74.97,97.94,2798,7.22,sedentary,10
3214,57.97,97.59,4027,6.45,active,9
1713,75.21,96.53,1562,6.92,highly active,5
2881,86.65,96.21,509,9.55,active,7
4602,67.2,96.04,4076,4.15,sedentary,6
1038,80.16,98.13,1254,5.59,active,1
4197,59.44,96.57,1093,6.91,highly active,9
1850,72.35,96.95,3695,7.05,sedentary,1
1172,68.56,100.0,7753,6.74,highly active,7
1652,88.98,98.96,1947,7.32,active,5
1753,81.94,99.62,14610,8.39,sedentary,1
2243,64.86,100.0,3150,6.58,highly active,3
4709,66.35,100.0,19031,6.39,sedentary,4
2081,74.56,97.98,4746,7.39,sedentary,6
2683,72.58,98.55,9081,9.48,highly active,6
3523,70.81,96.97,13234,7.4,sedentary,6
1455,69.72,98.01,5280,8.06,active,10
1828,95.69,95.02,13294,4.14,active,10
1894,75.21,95.97,3323,6.23,highly active,8
2384,79.5,96.95,3161,4.68,sedentary,2
2958,111.34,98.4,11061,6.52,highly active,4
4072,62.3,95.72,1932,8.64,sedentary,3
3434,77.89,96.06,8837,4.56,highly active,1
2996,78.67,98.01,561,9.11,highly active,10
3395,74.83,96.63,7067,6.49,sedentary,6
1189,75.62,98.12,19920,7.84,highly active,2
1504,61.82,98.1,4267,8.04,active,6
2214,80.38,97.36,3764,9.49,highly active,3
2531,47.44,97.5,5443,7.37,sedentary,10
4440,101.97,98.01,8899,5.19,sedentary,9
4480,100.7,100.0,3111,8.02,sedentary,5
1823,70.06,97.28,0,2.49,active,5
1928,90.78,97.72,4881,5.14,highly active,9
1933,70.6,95.41,3804,5.63,highly active,8
2140,75.15,98.94,5325,3.34,highly active,6
1133,64.79,97.87,8794,9.03,highly active,6
4627,66.28,95.64,4926,7.18,sedentary,9
1684,86.78,98.7,2045,7.97,sedentary,2
3220,74.74,98.01,2956,7.8,sedentary,10
2852,52.63,100.0,3223,8.39,sedentary,2
1814,75.9,100.0,6061,4.33,active,3
2172,57.81,98.06,8189,7.87,sedentary,10
1079,75.92,99.25,89,8.19,active,5
4284,54.16,95.37,3171,6.15,active,7
1202,72.8,98.27,7222,5.34,active,7
3811,65.47,96.8,913,6.97,active,6
2252,59.4,95.26,5931,7.09,highly active,4
2699,63.13,94.58,7942,6.79,active,5
2250,97.06,97.4,1199,5.35,active,2
2682,101.05,99.99,17025,8.56,highly active,4
2555,59.3,97.69,9916,5.63,active,5
4512,81.01,97.59,5343,7.33,active,5
4473,61.22,97.89,1271,7.68,sedentary,7
3094,64.83,96.09,14046,3.93,sedentary,1
2256,44.26,97.12,497,7.0,sedentary,9
4376,106.98,100.0,856,8.38,highly active,2
2549,91.47,100.0,8385,6.48,sedentary,1
2166,65.22,100.0,2049,7.85,highly active,7
3090,79.27,99.54,4304,5.48,sedentary,8
4584,69.0,100.0,5419,8.08,sedentary,6
2396,89.19,95.82,4290,4.79,highly active,2
4637,69.88,100.0,613,6.47,active,4
4957,72.08,93.89,9361,8.35,sedentary,8
1470,108.14,99.5,14032,6.18,highly active,4
4018,70.74,95.67,5380,5.6,sedentary,1
2035,70.56,95.88,8578,8.27,active,2
2353,74.62,100.0,263,6.39,sedentary,10
3783,78.9,97.51,262,6.72,sedentary,3
3831,70.52,99.28,1537,7.22,sedentary,10
1967,75.21,97.07,3106,4.68,sedentary,6
1357,76.24,96.1,1412,6.95,highly active,5
3593,48.73,99.79,7054,4.98,active,3
4479,66.79,98.34,2269,5.77,sedentary,3
1667,44.99,98.43,13084,5.83,active,3
1372,67.61,96.81,5756,7.23,sedentary,10
2031,60.78,97.67,3324,5.31,highly active,8
2145,84.4,96.8,15649,5.79,active,10
2371,63.97,99.52,12336,6.99,active,9
3723,69.52,98.06,12004,8.58,sedentary,10
1089,42.78,99.25,9122,7.16,active,1
4719,75.21,97.36,6667,8.2,sedentary,1
3745,58.7,100.0,3199,6.45,highly active,5
4387,67.76,97.87,3844,8.65,highly active,5
4249,86.67,98.71,7291,5.21,sedentary,3
1539,86.73,99.16,1328,5.59,active,9
1868,82.9,97.31,19540,6.76,sedentary,7
1040,57.77,99.14,721,5.38,highly active,8
1739,78.48,94.92,158,5.58,active,7
4775,63.24,98.01,1077,4.43,sedentary,2
2946,59.77,95.19,9986,6.52,sedentary,4
3549,75.53,95.02,798,6.0,highly active,3
4006,64.15,95.8,3259,7.5,active,4
4216,105.28,98.94,456,9.08,active,8
2224,65.73,100.0,3966,4.62,highly active,9
1928,57.12,95.46,6481,7.39,highly active,7
3036,61.52,98.13,6931,4.2,sedentary,9
4795,74.74,99.97,5121,7.15,sedentary,2
3779,79.64,96.64,5302,4.48,highly active,4
3799,88.67,99.37,13724,10.33,active,4
3956,89.36,97.72,1827,5.44,active,10
2581,61.29,96.22,2160,9.35,sedentary,9
4618,81.02,100.0,5165,6.44,highly active,1
4324,100.82,98.59,1409,4.44,sedentary,4
1389,63.03,97.42,5812,7.47,active,2
2617,62.4,98.66,8072,7.92,active,4
3930,59.64,98.18,436,7.63,active,7
1255,69.93,98.62,8006,3.97,active,2
1708,93.98,99.54,1216,4.79,active,6
2838,58.29,98.63,2489,7.91,highly active,2
2944,67.59,96.36,9397,4.77,sedentary,3
3497,89.64,94.52,1250,8.03,highly active,5
1009,84.36,99.52,5310,5.96,sedentary,9
3871,67.5,96.88,6227,4.03,highly active,4
1797,71.84,100.0,1256,4.52,highly active,9
4313,88.74,95.06,2248,7.18,active,6
4322,98.73,96.15,6528,7.25,active,2
1876,100.52,97.75,4328,8.84,active,9
2028,95.7,98.01,7551,6.53,sedentary,8
4190,64.95,99.9,13503,6.2,highly active,9
3492,102.28,100.0,1015,9.2,sedentary,5
2824,63.92,97.9,512,5.24,active,7
1373,50.23,99.51,7691,6.08,active,6
4136,76.69,94.32,10307,7.21,sedentary,5
3193,97.14,97.34,4176,5.16,sedentary,7
1223,84.95,98.01,3505,6.45,highly active,8
2262,73.89,98.14,6357,6.51,active,2
3224,79.37,100.0,5612,8.2,sedentary,4
2802,82.98,96.12,4715,5.87,highly active,7
1852,77.21,99.79,11953,5.54,active,7
4353,70.57,97.03,1333,9.38,highly active,5
1062,63.89,98.99,8002,7.78,sedentary,1
2240,76.68,96.27,9465,8.13,active,6
4925,73.16,98.29,16209,7.75,sedentary,1
3874,75.05,99.75,20315,5.49,active,6
3842,90.69,99.55,4963,5.06,sedentary,3
2484,71.88,99.64,4906,5.64,highly active,2
2633,77.85,99.29,9232,8.3,sedentary,2
4170,58.62,98.38,1339,7.91,active,10
1510,91.38,99.77,16676,7.73,highly active,6
1384,70.52,100.0,1522,8.9,sedentary,7
1404,74.09,99.11,1815,7.7,highly active,4
3870,55.32,98.01,19631,6.82,sedentary,1
1517,103.21,98.8,2439,4.55,active,4
1475,78.34,100.0,2401,9.41,highly active,5
3000,84.88,96.7,18012,8.1,highly active,1
3756,52.52,95.38,3290,7.14,active,7
4934,65.37,99.01,4767,6.82,sedentary,10
2668,81.19,98.12,5753,3.83,sedentary,8
2893,72.59,98.17,14189,7.13,highly active,9
3818,81.7,97.6,565,5.7,active,4
2460,106.54,96.9,2115,4.04,sedentary,10
4094,82.57,98.01,6190,5.77,sedentary,8
4044,68.27,98.58,3991,6.86,highly active,10
4636,65.23,99.43,2282,7.06,highly active,7
3724,63.52,97.29,3689,4.73,sedentary,1
4529,69.22,98.08,148,6.05,highly active,5
1082,76.78,99.53,1112,7.36,highly active,10
2168,82.92,97.15,131,5.31,sedentary,3
4156,81.53,98.3,6299,5.83,highly active,2
4149,76.98,98.7,91,6.78,active,8
1983,78.02,97.79,4236,5.27,sedentary,3
2901,113.04,95.67,13722,3.49,sedentary,10
3048,64.16,100.0,715,6.97,sedentary,8
1050,74.45,97.73,3180,3.88,highly active,6
1716,69.26,97.05,3148,6.17,highly active,9
4843,61.52,100.0,9099,6.16,active,8
2469,64.05,100.0,30,4.85,sedentary,7
1448,57.21,98.55,10597,6.0,active,4
1880,54.72,99.69,12786,5.18,sedentary,5
2823,85.65,98.23,15272,5.29,highly active,9
3081,63.43,100.0,3357,8.06,sedentary,1
4419,44.58,96.41,8305,5.65,active,10
4172,76.67,95.87,3446,6.86,active,6
4143,82.04,98.03,270,6.51,sedentary,1
2574,85.11,99.48,609,6.25,active,3
1673,58.35,96.35,1368,8.56,sedentary,10
3756,63.91,100.0,15815,4.8,active,7
3165,63.15,97.62,17627,3.85,sedentary,9
1770,67.35,95.99,4977,5.25,sedentary,4
4962,71.23,99.16,4337,6.69,sedentary,5
1267,62.32,98.19,10300,8.81,active,4
2984,72.9,98.15,924,8.63,highly active,4
2077,61.4,99.51,2789,5.82,highly active,9
1235,48.67,99.87,1310,8.82,active,10
1388,83.11,95.65,14749,7.13,sedentary,1
4037,65.06,100.0,511,5.41,highly active,3
4805,49.0,97.76,9640,6.32,highly active,6
1762,83.41,98.01,4055,6.21,active,1
2848,71.24,95.74,8777,5.4,active,3
3448,81.79,97.35,15444,5.55,sedentary,6
1623,81.28,100.0,2905,7.18,active,4
3814,58.58,98.01,1802,5.9,highly active,2
4374,88.96,98.92,7353,6.08,highly active,2
4278,69.04,96.56,9152,6.25,sedentary,3
2252,68.05,98.87,11114,7.88,sedentary,4
3900,63.35,97.14,6957,5.26,sedentary,2
4981,93.39,99.31,3214,6.85,highly active,2
1577,79.52,99.6,7442,4.23,sedentary,6
3122,53.88,100.0,963,5.72,active,2
1434,56.05,94.39,4697,4.54,active,1
3150,107.31,97.26,5957,8.93,highly active,9
4493,67.85,96.46,16607,6.7,sedentary,1
4775,63.06,96.87,17655,5.86,sedentary,4
1763,75.21,97.84,434,3.89,active,3
3785,48.34,98.49,6995,4.49,active,7
3853,95.81,99.31,11140,7.78,active,1
2329,63.03,96.46,5381,7.03,highly active,4
3145,82.72,97.36,703,4.34,active,6
4921,67.82,98.25,1854,4.35,active,9
3845,51.38,98.14,2634,9.27,highly active,7
2358,77.68,96.86,7609,8.53,highly active,2
3906,89.22,96.77,474,6.94,sedentary,9
3482,40.0,97.61,5583,6.67,active,9
1446,57.66,95.04,807,6.25,sedentary,3
3017,93.57,98.01,3519,4.61,active,3
2331,80.96,97.63,3880,7.79,active,2
1248,81.96,98.15,4208,6.21,sedentary,3
1165,75.21,100.0,8686,7.6,highly active,6
4552,82.02,94.79,592,5.89,active,9
4031,77.21,98.88,2186,7.04,sedentary,5
2358,91.74,100.0,7173,5.78,highly active,1
2019,69.15,98.57,20122,6.6,highly active,9
1541,74.75,96.65,6787,7.7,highly active,9
1758,75.21,97.32,15041,5.7,active,1
4634,96.37,100.0,15073,5.63,active,4
3180,57.77,96.48,10505,8.57,highly active,3
1796,72.1,98.81,15272,8.68,sedentary,6
3947,54.21,98.91,4733,7.2,active,7
1137,76.29,100.0,2966,6.9,active,2
4472,62.03,95.0,720,8.53,active,4
3832,63.12,97.04,3945,8.13,active,1
2875,69.42,97.45,11372,7.19,sedentary,7
4031,53.7,99.92,4111,5.89,highly active,8
1068,75.32,99.5,11220,7.03,active,8
3593,60.22,97.35,320,6.58,active,7
3100,91.04,96.96,7782,5.89,sedentary,4
2473,71.14,96.92,344,7.32,active,4
1204,98.64,99.61,32,7.46,active,7
3173,72.89,100.0,6309,5.46,highly active,2
1042,92.78,96.55,5196,8.93,highly active,5
4823,99.21,96.37,3057,5.38,active,5
2906,89.92,100.0,19569,8.55,highly active,6
1760,56.47,96.53,10743,7.04,sedentary,1
4734,69.75,98.18,8858,3.83,active,5
4254,112.15,95.32,14,7.46,highly active,7
3895,57.35,95.64,2634,6.17,highly active,4
3142,87.31,96.78,18148,3.88,sedentary,3
2994,73.61,99.79,3213,5.79,sedentary,8
4445,89.16,97.43,2851,9.15,sedentary,9
2935,56.1,99.39,5392,7.35,sedentary,2
4591,71.26,98.36,4156,6.67,highly active,2
1899,61.53,95.24,13702,7.3,highly active,6
1359,62.38,100.0,596,8.01,highly active,6
3947,86.05,95.58,7525,8.79,active,9
2719,58.21,96.83,8362,6.06,highly active,1
1280,79.35,98.01,14848,7.39,active,10
4266,75.21,99.59,3762,7.21,highly active,6
2887,60.69,96.75,2446,6.66,active,2
4266,63.93,96.26,6895,6.22,active,5
1666,80.01,99.71,9034,8.91,sedentary,9
1092,74.62,97.44,1312,6.89,highly active,10
1671,75.57,99.27,1205,4.67,active,2
1060,75.21,97.12,1994,7.93,active,2
3681,74.68,98.88,9722,5.85,active,6
4122,96.59,95.56,5295,6.27,active,9
4474,75.21,96.83,5555,7.11,highly active,2
4860,73.04,98.61,103,10.19,active,6
2489,68.71,94.91,12395,6.16,sedentary,7
1603,61.2,98.76,4104,7.6,active,2
1681,63.05,95.72,484,5.6,active,9
4900,46.94,97.42,8295,7.66,highly active,2
3581,74.83,96.87,5360,5.27,active,4
2428,106.02,96.48,7922,6.77,active,9
4584,85.91,95.99,1176,4.92,active,3
3280,70.7,97.13,125,3.24,highly active,1
3393,54.05,97.1,11496,8.17,highly active,9
4117,77.95,96.39,18496,9.5,active,4
3593,75.84,98.99,315,8.74,active,8
2968,62.16,99.14,4856,5.92,active,1
2101,92.23,95.39,9632,6.49,highly active,2
2753,63.35,100.0,766,6.39,sedentary,8
4994,81.05,97.06,7298,7.96,active,5
3296,40.75,97.08,6946,6.71,active,8
3094,70.71,99.46,20580,4.75,highly active,4
2144,68.5,98.58,9529,6.35,sedentary,6
3286,78.39,99.15,888,7.97,sedentary,9
3397,96.02,98.28,522,6.03,highly active,6
3878,82.26,99.47,2531,9.1,highly active,2
1047,75.21,99.3,13778,6.54,sedentary,9
4644,55.67,97.54,5656,4.8,highly active,7
1336,78.03,100.0,17060,5.62,sedentary,2
2049,78.55,98.67,3893,3.56,sedentary,1
3851,58.14,100.0,13270,4.06,highly active,6
2280,88.29,95.64,1906,5.71,highly active,2
3055,44.44,97.4,4401,5.31,sedentary,5
1624,112.8,97.65,13109,5.47,sedentary,10
2890,74.44,99.66,881,7.66,sedentary,6
1798,62.17,96.43,9130,7.81,sedentary,8
2715,84.27,96.41,4019,4.75,highly active,4
3766,84.39,99.91,5039,9.34,sedentary,3
1302,75.21,97.7,6056,6.65,highly active,4
1638,101.73,99.13,2257,6.51,active,10
1055,55.05,96.34,709,5.31,highly active,7
1725,70.95,99.4,131,6.05,sedentary,4
1525,61.36,99.7,3946,9.54,sedentary,9
1473,86.13,100.0,2192,4.88,highly active,3
1027,75.21,95.99,7015,6.9,highly active,7
3125,55.25,95.61,8809,5.69,sedentary,6
4287,74.05,97.81,4904,3.79,sedentary,1
4457,65.52,100.0,6753,4.2,active,9
1364,87.67,96.21,5758,7.42,highly active,5
3713,81.14,95.84,32,3.92,active,5
1525,92.64,97.0,12902,4.65,highly active,3
3746,68.68,98.37,429,7.73,sedentary,8
2335,73.25,98.23,3697,7.55,sedentary,6
1882,80.91,96.22,823,6.59,active,10
2030,70.93,96.53,7599,4.73,sedentary,4
2026,79.49,97.81,2757,4.73,highly active,10
2646,94.05,96.51,516,4.51,sedentary,2
1918,107.0,95.89,324,6.3,active,4
3797,67.68,99.06,1894,7.46,highly active,1
3410,107.21,96.84,7702,5.86,active,1
2774,67.47,97.0,8866,7.83,active,8
2531,88.03,97.31,962,8.92,active,4
4345,67.58,98.58,1048,7.09,sedentary,9
4577,59.56,98.11,6296,4.62,highly active,6
3786,75.21,97.71,5634,8.53,sedentary,4
2906,94.26,97.58,8707,5.55,sedentary,9
4086,86.28,100.0,5996,5.51,active,10
2215,81.17,97.96,775,8.21,sedentary,1
2654,83.27,96.36,4977,4.35,sedentary,4
3075,88.9,99.89,9986,5.57,active,3
2062,81.34,98.64,2689,9.06,active,9
2976,97.51,99.56,1318,5.78,active,10
2296,75.68,96.49,5845,6.68,sedentary,4
2254,67.59,96.45,11095,8.05,highly active,9
3133,65.68,98.12,20897,4.58,highly active,10
4545,87.74,100.0,8281,7.75,highly active,4
1125,71.39,96.56,2864,5.83,sedentary,4
3859,80.43,96.95,4773,4.58,sedentary,10
1536,70.68,99.67,10024,5.76,highly active,9
3192,92.61,99.19,10855,6.59,active,2
4596,77.25,97.0,541,6.86,sedentary,2
4283,96.42,94.83,6658,5.38,active,4
2603,73.68,100.0,10768,4.41,sedentary,2
1066,69.93,99.62,1783,4.46,active,4
1232,78.99,95.79,4121,6.38,sedentary,10
3156,63.3,99.68,8575,5.24,highly active,3
2169,83.9,99.77,5671,9.61,active,4
3158,79.52,98.06,563,7.07,highly active,7
3275,82.71,100.0,9383,4.06,highly active,7
1110,54.6,97.78,12772,5.38,active,3
2493,45.16,100.0,1612,7.55,active,9
3081,58.01,97.76,488,6.87,active,10
1622,82.49,97.33,10956,4.14,highly active,2
2489,85.1,98.66,7160,5.32,active,2
4440,91.94,95.6,11389,7.46,sedentary,3
3795,68.93,98.48,5852,7.06,sedentary,6
3642,78.13,96.36,3916,7.36,sedentary,6
3472,95.51,99.78,10597,5.22,sedentary,7
3660,64.36,96.48,3716,4.59,active,1
